inspection_id,inspection_time,machine_id,sku,sample_size,defect_count,defect_rate,result,main_defect_type,inspector_id,standard
QI-0056632,2024-07-13 16:00:00,M21,BUM-008,24,0,0.0265,PASS,,QC-A,客户标准
QI-0056633,2025-10-20 01:00:00,M16,TLM-002,188,0,0.003,PASS,,QC-C,客户标准
QI-0056634,2024-12-24 20:00:00,M18,HND-012,188,0,0.0043,PASS,,QC-D,ISO 9001
QI-0056635,2025-11-20 03:00:00,M15,BUM-006,127,2,0.023,FAIL,气泡,QC-B,客户标准
QI-0056636,2024-11-02 09:00:00,M06,VEN-008,131,0,0.0037,PASS,,QC-C,ISO 9001
QI-0056637,2024-06-12 08:00:00,M16,BUM-001,196,4,0.0239,PASS,色差,QC-D,ISO 9001
QI-0056638,2025-02-07 22:00:00,M03,VEN-018,41,0,0.0071,PASS,,QC-A,ISO 9001
QI-0056639,2024-04-29 18:00:00,M09,CUP-012,56,0,0.0045,PASS,,QC-D,ISO 9001
QI-0056640,2025-12-21 03:00:00,M25,TLP-021,125,1,0.0114,PASS,气泡,QC-B,客户标准
QI-0056641,2025-10-09 12:00:00,M05,CUP-020,30,0,0.002,PASS,,QC-B,ISO 9001
QI-0056642,2024-06-04 02:00:00,M19,HND-025,30,0,0.011,PASS,,QC-A,ISO 9001
QI-0056643,2025-01-09 11:00:00,M10,VEN-012,191,0,0.0008,PASS,,QC-C,IATF 16949
QI-0056644,2024-10-23 08:00:00,M16,HND-017,190,4,0.0211,PASS,气泡,QC-C,客户标准
QI-0056645,2025-06-07 06:00:00,M09,VEN-020,102,0,0.0057,PASS,,QC-B,ISO 9001
QI-0056646,2024-04-20 07:00:00,M06,VEN-007,107,2,0.0235,PASS,缺料,QC-C,IATF 16949
QI-0056647,2025-11-15 18:00:00,M20,BUM-020,196,0,0.004,PASS,,QC-D,客户标准
QI-0056648,2024-02-06 00:00:00,M21,BUM-007,35,0,0.0065,PASS,,QC-C,客户标准
QI-0056649,2024-05-12 14:00:00,M17,BUM-015,35,0,0.0007,PASS,,QC-A,IATF 16949
QI-0056650,2025-10-21 05:00:00,M14,BUM-005,175,4,0.0232,PASS,银纹,QC-A,ISO 9001
QI-0056651,2024-09-27 06:00:00,M11,CUP-009,56,0,0.0032,PASS,,QC-B,客户标准
QI-0056652,2025-02-22 21:00:00,M26,LRB-018,149,4,0.027,PASS,缺料,QC-C,客户标准
QI-0056653,2024-09-03 11:00:00,M06,CUP-029,174,1,0.0094,PASS,缩痕,QC-B,客户标准
QI-0056654,2025-07-12 00:00:00,M14,BUM-017,141,1,0.0084,PASS,飞边,QC-A,ISO 9001
QI-0056655,2025-08-24 06:00:00,M06,DRH-014,76,0,0.0084,PASS,,QC-C,客户标准
QI-0056656,2026-01-08 16:00:00,M01,VEN-022,150,2,0.0183,PASS,黑点,QC-B,客户标准
QI-0056657,2024-11-18 07:00:00,M27,LFR-001,68,0,0.0073,PASS,,QC-D,客户标准
QI-0056658,2025-04-30 20:00:00,M15,TLM-014,120,0,0.0031,PASS,,QC-B,IATF 16949
QI-0056659,2024-07-20 21:00:00,M15,HND-004,195,1,0.0092,PASS,缺料,QC-D,ISO 9001
QI-0056660,2025-06-29 08:00:00,M16,TLM-016,163,1,0.0067,PASS,缩痕,QC-D,IATF 16949
QI-0056661,2024-03-06 13:00:00,M04,VEN-001,181,3,0.0177,PASS,尺寸不合格,QC-A,客户标准
QI-0056662,2025-05-19 13:00:00,M12,DRH-024,177,2,0.0163,PASS,缺料,QC-D,IATF 16949
QI-0056663,2026-01-14 19:00:00,M02,VEN-002,149,0,0.0032,PASS,,QC-D,ISO 9001
QI-0056664,2024-09-30 05:00:00,M07,DRH-025,157,0,0.0011,PASS,,QC-B,客户标准
QI-0056665,2024-05-16 10:00:00,M02,VEN-022,76,0,0.0122,PASS,,QC-B,ISO 9001
QI-0056666,2024-06-23 11:00:00,M13,DRH-022,30,0,0.0013,PASS,,QC-C,客户标准
QI-0056667,2025-08-05 23:00:00,M21,TLM-023,62,0,0.0074,PASS,,QC-C,IATF 16949
QI-0056668,2025-08-09 01:00:00,M20,TLM-006,121,0,0.0079,PASS,,QC-A,ISO 9001
QI-0056669,2024-09-02 15:00:00,M17,BUM-003,35,0,0.001,PASS,,QC-D,IATF 16949
QI-0056670,2025-04-12 16:00:00,M25,DUO-009,145,0,0.002,PASS,,QC-D,客户标准
QI-0056671,2025-06-02 06:00:00,M25,WLC-013,39,0,0.0019,PASS,,QC-C,客户标准
QI-0056672,2025-08-17 13:00:00,M28,LRB-003,72,1,0.018,PASS,变形,QC-D,IATF 16949
QI-0056673,2024-02-21 01:00:00,M25,TLP-020,46,0,0.0028,PASS,,QC-D,客户标准
QI-0056674,2024-12-07 04:00:00,M27,LFR-017,159,0,0.0055,PASS,,QC-B,IATF 16949
QI-0056675,2024-11-20 13:00:00,M07,CUP-011,63,0,0.0059,PASS,,QC-C,IATF 16949
QI-0056676,2025-11-21 22:00:00,M23,DUO-014,186,0,0.0009,PASS,,QC-A,ISO 9001
QI-0056677,2025-03-21 03:00:00,M26,LRB-005,101,1,0.0136,PASS,飞边,QC-C,IATF 16949
QI-0056678,2024-09-18 17:00:00,M04,CUP-015,83,0,0.0024,PASS,,QC-D,客户标准
QI-0056679,2024-07-25 10:00:00,M11,VEN-023,171,1,0.0066,PASS,缩痕,QC-C,IATF 16949
QI-0056680,2025-05-18 09:00:00,M22,BUM-017,98,0,0.0079,PASS,,QC-B,客户标准
QI-0056681,2026-04-15 07:00:00,M24,DUO-018,32,0,0.0008,PASS,,QC-A,ISO 9001
QI-0056682,2024-10-08 22:00:00,M07,CUP-003,128,1,0.0093,PASS,缩痕,QC-B,ISO 9001
QI-0056683,2024-04-22 10:00:00,M29,LFR-015,145,0,0.006,PASS,,QC-C,IATF 16949
QI-0056684,2025-04-20 08:00:00,M19,HND-008,197,0,0.0013,PASS,,QC-C,ISO 9001
QI-0056685,2026-04-13 06:00:00,M10,VEN-013,172,0,0.0036,PASS,,QC-D,IATF 16949
QI-0056686,2025-07-09 15:00:00,M18,HND-001,45,1,0.0315,PASS,缩痕,QC-C,ISO 9001
QI-0056687,2025-09-10 11:00:00,M10,DRH-001,110,5,0.05,FAIL,缩痕,QC-D,客户标准
QI-0056688,2025-09-14 14:00:00,M24,TLP-012,171,1,0.0079,FAIL,气泡,QC-B,客户标准
QI-0056689,2025-08-29 09:00:00,M09,CUP-013,118,2,0.022,PASS,色差,QC-C,IATF 16949
QI-0056690,2024-09-03 07:00:00,M15,TLM-001,75,0,0.0128,PASS,,QC-D,客户标准
QI-0056691,2025-06-25 01:00:00,M25,DUO-012,190,0,0.0049,PASS,,QC-A,客户标准
QI-0056692,2026-01-07 09:00:00,M20,HND-010,139,1,0.0117,FAIL,变形,QC-D,IATF 16949
QI-0056693,2024-05-26 09:00:00,M01,DRH-007,117,0,0.0027,PASS,,QC-D,ISO 9001
QI-0056694,2026-03-12 12:00:00,M07,DRH-019,191,1,0.0056,PASS,色差,QC-C,IATF 16949
QI-0056695,2025-04-18 10:00:00,M16,TLM-010,164,0,0.0052,PASS,,QC-D,客户标准
QI-0056696,2025-05-07 08:00:00,M21,HND-006,70,0,0.0108,PASS,,QC-B,ISO 9001
QI-0056697,2024-11-06 00:00:00,M25,DUO-021,131,0,0.003,PASS,,QC-A,客户标准
QI-0056698,2024-09-01 16:00:00,M27,LRB-017,80,0,0.007,PASS,,QC-A,客户标准
QI-0056699,2024-08-06 19:00:00,M26,LRB-011,71,0,0.0054,PASS,,QC-C,IATF 16949
QI-0056700,2024-02-22 16:00:00,M27,LRB-006,78,2,0.0332,PASS,银纹,QC-C,客户标准
QI-0056701,2025-02-14 08:00:00,M10,VEN-016,91,0,0.0093,PASS,,QC-C,ISO 9001
QI-0056702,2024-01-14 11:00:00,M17,HND-015,60,0,0.0037,PASS,,QC-B,客户标准
QI-0056703,2026-04-16 22:00:00,M25,DUO-014,93,4,0.05,PASS,黑点,QC-D,ISO 9001
QI-0056704,2025-06-17 19:00:00,M24,DUO-006,84,1,0.0123,PASS,缩痕,QC-B,IATF 16949
QI-0056705,2026-02-28 04:00:00,M29,LFR-020,51,0,0.0054,PASS,,QC-A,ISO 9001
QI-0056706,2024-02-13 17:00:00,M25,DUO-006,49,0,0.0061,PASS,,QC-D,ISO 9001
QI-0056707,2024-06-04 19:00:00,M28,LFR-004,67,0,0.0106,PASS,,QC-D,ISO 9001
QI-0056708,2024-05-10 20:00:00,M20,HND-005,67,0,0.0141,PASS,,QC-C,IATF 16949
QI-0056709,2024-04-28 18:00:00,M15,BUM-023,122,1,0.0144,PASS,变形,QC-C,客户标准
QI-0056710,2024-11-01 21:00:00,M23,DUO-014,38,0,0.01,PASS,,QC-D,客户标准
QI-0056711,2025-05-12 15:00:00,M01,VEN-001,21,0,0.0205,PASS,,QC-B,IATF 16949
QI-0056712,2026-03-19 21:00:00,M14,HND-003,71,0,0.0126,PASS,,QC-B,IATF 16949
QI-0056713,2024-10-25 00:00:00,M15,TLM-017,167,8,0.05,PASS,色差,QC-D,ISO 9001
QI-0056714,2025-07-13 08:00:00,M03,VEN-001,44,0,0.0091,PASS,,QC-A,客户标准
QI-0056715,2024-03-05 17:00:00,M25,TLP-010,112,0,0.004,PASS,,QC-B,客户标准
QI-0056716,2024-01-01 18:00:00,M17,TLM-005,74,0,0.0033,PASS,,QC-A,ISO 9001
QI-0056717,2025-10-25 18:00:00,M27,LRB-020,87,0,0.0018,PASS,,QC-B,IATF 16949
QI-0056718,2026-04-22 22:00:00,M13,DRH-005,97,1,0.0124,PASS,黑点,QC-B,ISO 9001
QI-0056719,2026-01-17 06:00:00,M09,DRH-003,51,0,0.0049,PASS,,QC-B,IATF 16949
QI-0056720,2024-05-14 22:00:00,M08,CUP-010,97,0,0.0035,PASS,,QC-C,IATF 16949
QI-0056721,2024-06-16 10:00:00,M22,BUM-018,190,2,0.0116,PASS,色差,QC-B,ISO 9001
QI-0056722,2025-05-21 20:00:00,M17,BUM-007,108,0,0.0086,PASS,,QC-D,IATF 16949
QI-0056723,2024-03-06 10:00:00,M10,DRH-018,88,0,0.0049,PASS,,QC-D,IATF 16949
QI-0056724,2024-05-03 01:00:00,M25,WLC-017,101,0,0.0022,PASS,,QC-A,IATF 16949
QI-0056725,2024-12-05 01:00:00,M15,TLM-023,147,1,0.0129,PASS,飞边,QC-D,客户标准
QI-0056726,2025-10-02 21:00:00,M29,LRB-002,73,1,0.023,PASS,熔接痕,QC-C,ISO 9001
QI-0056727,2025-07-18 04:00:00,M03,DRH-009,49,0,0.0174,PASS,,QC-D,ISO 9001
QI-0056728,2024-09-20 10:00:00,M25,TLP-014,103,1,0.0108,PASS,银纹,QC-A,客户标准
QI-0056729,2025-08-11 14:00:00,M19,HND-006,101,0,0.0057,PASS,,QC-C,IATF 16949
QI-0056730,2025-01-01 10:00:00,M08,CUP-018,160,1,0.0085,PASS,黑点,QC-D,ISO 9001
QI-0056731,2024-06-15 05:00:00,M28,LFR-005,55,0,0.011,PASS,,QC-A,ISO 9001
QI-0056732,2024-04-06 22:00:00,M04,CUP-007,82,0,0.0048,PASS,,QC-B,ISO 9001
QI-0056733,2024-05-19 02:00:00,M26,LFR-012,72,0,0.0115,PASS,,QC-B,客户标准
QI-0056734,2025-03-24 10:00:00,M02,DRH-006,51,0,0.0021,PASS,,QC-D,客户标准
QI-0056735,2024-02-29 23:00:00,M01,VEN-014,146,0,0.0011,PASS,,QC-D,ISO 9001
QI-0056736,2025-11-04 00:00:00,M24,TLP-020,181,0,0.0032,PASS,,QC-B,IATF 16949
QI-0056737,2025-11-10 19:00:00,M19,BUM-019,48,0,0.0013,PASS,,QC-D,客户标准
QI-0056738,2025-05-30 00:00:00,M07,DRH-007,82,0,0.0046,PASS,,QC-D,ISO 9001
QI-0056739,2025-10-19 17:00:00,M05,DRH-020,161,0,0.0002,PASS,,QC-B,ISO 9001
QI-0056740,2026-03-04 08:00:00,M25,TLP-009,48,0,0.0046,PASS,,QC-B,客户标准
QI-0056741,2024-05-21 15:00:00,M06,DRH-005,105,1,0.0098,PASS,黑点,QC-D,客户标准
QI-0056742,2025-09-07 10:00:00,M18,TLM-015,184,3,0.0179,FAIL,尺寸不合格,QC-A,客户标准
QI-0056743,2024-12-28 05:00:00,M09,CUP-018,72,0,0.0035,PASS,,QC-B,IATF 16949
QI-0056744,2024-01-03 04:00:00,M16,BUM-004,50,0,0.0103,PASS,,QC-C,客户标准
QI-0056745,2025-06-18 01:00:00,M04,CUP-013,83,1,0.0173,FAIL,变形,QC-A,IATF 16949
QI-0056746,2024-02-06 03:00:00,M16,TLM-027,37,0,0.0008,PASS,,QC-A,客户标准
QI-0056747,2025-09-12 23:00:00,M09,CUP-011,164,3,0.0211,PASS,熔接痕,QC-A,ISO 9001
QI-0056748,2024-08-07 19:00:00,M23,DUO-008,64,1,0.019,PASS,银纹,QC-C,客户标准
QI-0056749,2024-06-22 06:00:00,M16,TLM-014,155,0,0.003,PASS,,QC-D,客户标准
QI-0056750,2026-01-29 10:00:00,M18,TLM-007,172,1,0.0066,PASS,变形,QC-B,IATF 16949
QI-0056751,2024-07-03 06:00:00,M26,LFR-012,76,0,0.0053,PASS,,QC-A,客户标准
QI-0056752,2026-01-17 18:00:00,M07,CUP-004,165,0,0.0011,PASS,,QC-B,ISO 9001
QI-0056753,2025-01-18 12:00:00,M28,LFR-002,170,1,0.0102,PASS,黑点,QC-C,客户标准
QI-0056754,2025-09-14 03:00:00,M07,CUP-008,59,0,0.0021,PASS,,QC-A,客户标准
QI-0056755,2024-04-25 21:00:00,M22,TLM-007,182,3,0.0192,PASS,缺料,QC-A,客户标准
QI-0056756,2024-04-18 08:00:00,M02,DRH-002,118,1,0.0133,FAIL,飞边,QC-B,ISO 9001
QI-0056757,2025-03-19 22:00:00,M27,LRB-001,126,1,0.0095,PASS,尺寸不合格,QC-C,客户标准
QI-0056758,2025-09-14 07:00:00,M04,DRH-009,181,0,0.0034,PASS,,QC-C,IATF 16949
QI-0056759,2024-01-06 11:00:00,M03,DRH-023,76,0,0.0033,PASS,,QC-B,IATF 16949
QI-0056760,2026-03-15 09:00:00,M17,TLM-001,24,0,0.0043,PASS,,QC-D,客户标准
QI-0056761,2024-10-18 12:00:00,M19,HND-020,98,0,0.0016,PASS,,QC-B,客户标准
QI-0056762,2024-02-19 00:00:00,M03,VEN-028,195,0,0.0038,PASS,,QC-B,IATF 16949
QI-0056763,2024-09-25 12:00:00,M29,LFR-004,87,0,0.0013,PASS,,QC-C,ISO 9001
QI-0056764,2024-06-20 00:00:00,M13,VEN-022,85,1,0.023,FAIL,缩痕,QC-C,ISO 9001
QI-0056765,2024-05-10 01:00:00,M07,VEN-029,145,0,0.0057,PASS,,QC-C,ISO 9001
QI-0056766,2025-08-04 16:00:00,M26,LRB-011,117,0,0.0019,PASS,,QC-C,IATF 16949
QI-0056767,2025-07-09 16:00:00,M23,TLP-008,127,0,0.004,PASS,,QC-C,IATF 16949
QI-0056768,2026-02-18 18:00:00,M11,CUP-010,184,1,0.0093,PASS,变形,QC-D,客户标准
QI-0056769,2024-06-23 21:00:00,M17,BUM-025,70,0,0.0071,PASS,,QC-D,ISO 9001
QI-0056770,2024-07-24 07:00:00,M27,LRB-011,105,0,0.0075,PASS,,QC-A,客户标准
QI-0056771,2026-02-24 15:00:00,M09,VEN-008,160,2,0.0155,PASS,黑点,QC-A,IATF 16949
QI-0056772,2025-03-12 10:00:00,M12,DRH-020,197,1,0.008,PASS,色差,QC-C,IATF 16949
QI-0056773,2025-11-17 21:00:00,M17,BUM-026,171,1,0.0076,PASS,黑点,QC-B,ISO 9001
QI-0056774,2024-04-28 00:00:00,M24,TLP-022,176,0,0.0041,PASS,,QC-B,IATF 16949
QI-0056775,2024-02-01 00:00:00,M28,LRB-020,151,0,0.0048,PASS,,QC-D,客户标准
QI-0056776,2026-02-02 22:00:00,M09,VEN-001,78,1,0.0135,FAIL,飞边,QC-C,客户标准
QI-0056777,2024-10-15 00:00:00,M04,VEN-028,154,0,0.0053,PASS,,QC-A,IATF 16949
QI-0056778,2024-01-28 10:00:00,M04,CUP-014,97,0,0.0087,PASS,,QC-A,客户标准
QI-0056779,2025-01-25 19:00:00,M12,DRH-019,130,3,0.0302,PASS,变形,QC-A,客户标准
QI-0056780,2024-02-19 20:00:00,M25,WLC-019,196,2,0.0138,PASS,银纹,QC-A,客户标准
QI-0056781,2025-07-07 20:00:00,M25,WLC-012,100,1,0.0179,PASS,色差,QC-B,客户标准
QI-0056782,2025-07-21 09:00:00,M14,TLM-006,90,0,0.0034,PASS,,QC-A,客户标准
QI-0056783,2024-03-07 21:00:00,M20,BUM-027,71,1,0.0155,PASS,黑点,QC-D,IATF 16949
QI-0056784,2024-08-30 12:00:00,M28,LRB-010,161,1,0.0093,PASS,变形,QC-D,IATF 16949
QI-0056785,2025-10-24 15:00:00,M26,LRB-016,136,0,0.001,PASS,,QC-D,ISO 9001
QI-0056786,2024-03-26 18:00:00,M20,BUM-011,191,1,0.0085,PASS,气泡,QC-A,ISO 9001
QI-0056787,2024-04-04 22:00:00,M03,DRH-014,102,4,0.041,PASS,缩痕,QC-C,ISO 9001
QI-0056788,2025-01-19 19:00:00,M17,HND-010,81,0,0.0014,PASS,,QC-C,客户标准
QI-0056789,2024-02-01 13:00:00,M27,LRB-014,50,0,0.0116,PASS,,QC-D,IATF 16949
QI-0056790,2024-09-26 08:00:00,M24,DUO-022,55,0,0.0122,PASS,,QC-D,IATF 16949
QI-0056791,2025-06-03 03:00:00,M01,DRH-025,139,0,0.0059,PASS,,QC-C,IATF 16949
QI-0056792,2026-04-09 17:00:00,M17,TLM-013,99,0,0.0055,PASS,,QC-A,IATF 16949
QI-0056793,2025-09-21 13:00:00,M06,VEN-024,188,0,0.0023,PASS,,QC-D,IATF 16949
QI-0056794,2026-03-06 18:00:00,M17,HND-015,77,0,0.0035,PASS,,QC-A,客户标准
QI-0056795,2026-03-02 19:00:00,M23,DUO-018,122,0,0.0049,PASS,,QC-B,客户标准
QI-0056796,2024-01-26 00:00:00,M26,LFR-002,115,0,0.0075,PASS,,QC-A,客户标准
QI-0056797,2024-04-04 02:00:00,M07,DRH-003,105,1,0.0129,PASS,黑点,QC-D,ISO 9001
QI-0056798,2025-05-28 22:00:00,M24,WLC-021,77,3,0.05,PASS,银纹,QC-A,客户标准
QI-0056799,2025-10-14 10:00:00,M11,DRH-005,40,0,0.025,PASS,,QC-A,ISO 9001
QI-0056800,2026-02-12 01:00:00,M18,TLM-001,198,0,0.0015,PASS,,QC-B,客户标准
QI-0056801,2024-01-11 04:00:00,M25,DUO-010,39,0,0.0006,PASS,,QC-B,客户标准
QI-0056802,2024-05-19 11:00:00,M20,TLM-013,192,9,0.05,PASS,缺料,QC-D,客户标准
QI-0056803,2024-10-27 23:00:00,M28,LFR-017,194,1,0.0073,PASS,熔接痕,QC-C,客户标准
QI-0056804,2026-04-01 12:00:00,M08,CUP-013,115,0,0.0086,PASS,,QC-D,ISO 9001
QI-0056805,2024-05-27 09:00:00,M20,TLM-014,167,1,0.0074,FAIL,熔接痕,QC-A,ISO 9001
QI-0056806,2025-09-17 03:00:00,M17,BUM-002,60,1,0.0295,FAIL,气泡,QC-C,IATF 16949
QI-0056807,2024-07-17 19:00:00,M21,BUM-001,165,2,0.0132,FAIL,尺寸不合格,QC-C,IATF 16949
QI-0056808,2024-09-12 22:00:00,M10,DRH-017,102,0,0.0046,PASS,,QC-C,ISO 9001
QI-0056809,2024-12-23 11:00:00,M29,LFR-014,149,0,0.006,PASS,,QC-A,IATF 16949
QI-0056810,2026-01-12 09:00:00,M25,WLC-023,188,0,0.0037,PASS,,QC-D,IATF 16949
QI-0056811,2025-10-21 18:00:00,M25,DUO-007,155,0,0.0039,PASS,,QC-A,IATF 16949
QI-0056812,2024-08-29 16:00:00,M25,TLP-010,44,0,0.0118,PASS,,QC-B,ISO 9001
QI-0056813,2025-01-22 13:00:00,M28,LRB-001,197,1,0.0065,PASS,银纹,QC-D,客户标准
QI-0056814,2024-02-05 09:00:00,M05,CUP-024,82,0,0.0117,PASS,,QC-A,客户标准
QI-0056815,2025-12-01 23:00:00,M02,VEN-006,106,1,0.0097,FAIL,气泡,QC-D,IATF 16949
QI-0056816,2024-10-11 11:00:00,M28,LRB-003,93,1,0.0114,PASS,黑点,QC-C,客户标准
QI-0056817,2025-05-25 09:00:00,M20,BUM-014,182,2,0.0112,PASS,黑点,QC-D,IATF 16949
QI-0056818,2024-07-31 01:00:00,M12,DRH-005,85,0,0.0112,PASS,,QC-D,客户标准
QI-0056819,2025-06-21 22:00:00,M24,TLP-024,39,0,0.0077,PASS,,QC-D,客户标准
QI-0056820,2025-10-18 18:00:00,M25,DUO-003,57,0,0.0082,PASS,,QC-C,ISO 9001
QI-0056821,2024-05-17 00:00:00,M24,DUO-025,152,0,0.0036,PASS,,QC-A,ISO 9001
QI-0056822,2024-10-09 15:00:00,M03,DRH-021,48,0,0.0105,PASS,,QC-A,客户标准
QI-0056823,2024-06-28 19:00:00,M08,CUP-004,114,0,0.008,PASS,,QC-B,IATF 16949
QI-0056824,2024-07-14 22:00:00,M09,DRH-026,51,0,0.0089,PASS,,QC-C,客户标准
QI-0056825,2025-02-18 08:00:00,M03,DRH-018,121,0,0.0012,PASS,,QC-C,客户标准
QI-0056826,2026-04-11 08:00:00,M17,HND-022,51,0,0.0123,PASS,,QC-B,客户标准
QI-0056827,2025-05-06 22:00:00,M18,TLM-003,140,0,0.0021,PASS,,QC-A,IATF 16949
QI-0056828,2026-02-13 22:00:00,M07,CUP-013,100,1,0.0115,PASS,缺料,QC-C,ISO 9001
QI-0056829,2026-04-21 04:00:00,M01,CUP-009,195,7,0.0363,PASS,缩痕,QC-A,客户标准
QI-0056830,2024-07-20 07:00:00,M12,VEN-015,136,0,0.0029,PASS,,QC-D,客户标准
QI-0056831,2026-04-15 14:00:00,M05,VEN-028,149,1,0.0121,PASS,缩痕,QC-B,ISO 9001
QI-0056832,2024-02-09 09:00:00,M26,LRB-017,34,0,0.0052,PASS,,QC-C,ISO 9001
QI-0056833,2024-08-03 00:00:00,M05,VEN-019,168,4,0.0263,PASS,气泡,QC-D,ISO 9001
QI-0056834,2025-09-19 04:00:00,M02,CUP-010,159,0,0.0037,PASS,,QC-D,客户标准
QI-0056835,2025-06-21 22:00:00,M28,LFR-008,94,4,0.05,PASS,缺料,QC-B,IATF 16949
QI-0056836,2024-06-30 17:00:00,M11,VEN-019,86,0,0.0025,PASS,,QC-C,ISO 9001
QI-0056837,2025-02-21 06:00:00,M20,TLM-012,92,0,0.0013,PASS,,QC-B,IATF 16949
QI-0056838,2026-03-06 13:00:00,M04,CUP-006,197,8,0.0453,PASS,熔接痕,QC-B,ISO 9001
QI-0056839,2025-08-19 09:00:00,M03,DRH-013,71,0,0.0075,PASS,,QC-B,ISO 9001
QI-0056840,2024-10-03 13:00:00,M20,HND-020,20,0,0.0143,PASS,,QC-D,客户标准
QI-0056841,2024-07-16 23:00:00,M28,LFR-004,74,0,0.0027,PASS,,QC-B,IATF 16949
QI-0056842,2026-01-01 13:00:00,M09,CUP-002,156,5,0.0354,PASS,色差,QC-D,ISO 9001
QI-0056843,2024-06-20 06:00:00,M20,HND-021,95,3,0.039,PASS,缺料,QC-A,客户标准
QI-0056844,2025-04-10 06:00:00,M04,VEN-010,197,0,0.0032,PASS,,QC-C,IATF 16949
QI-0056845,2025-05-18 14:00:00,M13,CUP-007,52,1,0.0379,PASS,飞边,QC-C,ISO 9001
QI-0056846,2024-04-30 13:00:00,M07,DRH-007,122,0,0.008,PASS,,QC-B,客户标准
QI-0056847,2026-03-21 22:00:00,M27,LRB-002,101,3,0.0301,FAIL,银纹,QC-A,客户标准
QI-0056848,2024-09-14 14:00:00,M05,VEN-004,158,0,0.0045,PASS,,QC-C,ISO 9001
QI-0056849,2024-12-29 13:00:00,M27,LFR-010,68,0,0.0098,PASS,,QC-B,ISO 9001
QI-0056850,2024-08-12 02:00:00,M14,TLM-018,137,4,0.0318,PASS,尺寸不合格,QC-D,客户标准
QI-0056851,2024-08-21 15:00:00,M13,VEN-029,187,0,0.0039,PASS,,QC-C,客户标准
QI-0056852,2025-11-11 17:00:00,M21,BUM-013,188,0,0.0017,PASS,,QC-D,客户标准
QI-0056853,2024-08-16 10:00:00,M12,VEN-028,58,0,0.0019,PASS,,QC-B,IATF 16949
QI-0056854,2024-12-17 12:00:00,M18,BUM-008,190,0,0.0033,PASS,,QC-C,IATF 16949
QI-0056855,2025-11-15 17:00:00,M27,LFR-019,111,0,0.0072,PASS,,QC-D,IATF 16949
QI-0056856,2024-08-17 18:00:00,M10,CUP-006,160,0,0.0059,PASS,,QC-D,IATF 16949
QI-0056857,2024-04-09 23:00:00,M25,TLP-007,63,0,0.0073,PASS,,QC-D,IATF 16949
QI-0056858,2024-08-24 11:00:00,M21,BUM-014,25,0,0.0178,PASS,,QC-C,客户标准
QI-0056859,2025-08-08 09:00:00,M04,VEN-023,183,0,0.0024,PASS,,QC-C,ISO 9001
QI-0056860,2026-03-17 11:00:00,M10,CUP-012,118,1,0.0136,FAIL,色差,QC-C,客户标准
QI-0056861,2026-02-16 22:00:00,M05,DRH-024,154,0,0.0033,PASS,,QC-C,客户标准
QI-0056862,2024-11-09 16:00:00,M21,TLM-013,192,0,0.0038,PASS,,QC-B,客户标准
QI-0056863,2025-05-05 15:00:00,M10,VEN-015,140,1,0.0082,PASS,气泡,QC-A,客户标准
QI-0056864,2024-11-17 15:00:00,M03,DRH-014,44,0,0.0032,PASS,,QC-B,ISO 9001
QI-0056865,2024-11-18 21:00:00,M24,WLC-001,195,9,0.05,PASS,色差,QC-D,ISO 9001
QI-0056866,2024-07-07 23:00:00,M25,WLC-001,79,0,0.0021,PASS,,QC-B,ISO 9001
QI-0056867,2025-07-04 21:00:00,M09,CUP-029,108,0,0.0053,PASS,,QC-C,IATF 16949
QI-0056868,2025-03-05 07:00:00,M09,CUP-004,193,5,0.0273,PASS,缩痕,QC-D,IATF 16949
QI-0056869,2026-04-03 16:00:00,M04,VEN-005,75,0,0.0109,PASS,,QC-A,ISO 9001
QI-0056870,2025-04-18 18:00:00,M08,CUP-020,136,0,0.0027,PASS,,QC-C,IATF 16949
QI-0056871,2025-09-02 04:00:00,M28,LRB-006,184,0,0.0008,PASS,,QC-C,ISO 9001
QI-0056872,2025-10-10 15:00:00,M16,HND-010,120,0,0.0041,PASS,,QC-C,ISO 9001
QI-0056873,2024-08-08 06:00:00,M23,DUO-019,128,2,0.019,PASS,黑点,QC-C,IATF 16949
QI-0056874,2025-05-23 14:00:00,M05,DRH-013,181,0,0.0055,PASS,,QC-D,ISO 9001
QI-0056875,2025-03-24 00:00:00,M13,DRH-005,39,0,0.0117,PASS,,QC-C,ISO 9001
QI-0056876,2026-04-16 03:00:00,M05,CUP-019,97,1,0.0117,PASS,气泡,QC-A,客户标准
QI-0056877,2025-01-11 14:00:00,M13,CUP-006,179,0,0.0039,PASS,,QC-B,IATF 16949
QI-0056878,2024-08-23 18:00:00,M14,HND-015,200,1,0.0073,PASS,色差,QC-C,IATF 16949
QI-0056879,2025-05-01 13:00:00,M12,VEN-002,78,0,0.0043,PASS,,QC-C,客户标准
QI-0056880,2026-02-15 04:00:00,M17,HND-007,107,0,0.004,PASS,,QC-A,IATF 16949
QI-0056881,2025-06-03 05:00:00,M20,TLM-007,120,2,0.0208,PASS,变形,QC-D,客户标准
QI-0056882,2025-08-04 19:00:00,M03,CUP-021,174,0,0.0018,PASS,,QC-D,IATF 16949
QI-0056883,2026-02-17 00:00:00,M10,DRH-012,159,1,0.0116,PASS,缩痕,QC-D,客户标准
